record_id,source_dataset,expected_technique_code,label_quality,source_type,parser_source,prompt_available,rag_available,recommended_for_sft,reason
cse_cic_ids2018_bot_fri02::flow::000017,cse_cic_ids2018_bot_fri02,TA11_02,medium_flow_only,flow,flow_csv,True,True,True,high/medium confidence metadata; manual review recommended before training
cse_cic_ids2018_bot_fri02::flow::000018,cse_cic_ids2018_bot_fri02,TA11_02,medium_flow_only,flow,flow_csv,True,True,True,high/medium confidence metadata; manual review recommended before training
cse_cic_ids2018_bot_fri02::flow::000019,cse_cic_ids2018_bot_fri02,TA11_02,medium_flow_only,flow,flow_csv,True,True,True,high/medium confidence metadata; manual review recommended before training
cse_cic_ids2018_bot_fri02::flow::000020,cse_cic_ids2018_bot_fri02,TA11_02,medium_flow_only,flow,flow_csv,True,True,True,high/medium confidence metadata; manual review recommended before training
cse_cic_ids2018_bot_fri02::flow::000021,cse_cic_ids2018_bot_fri02,TA11_02,medium_flow_only,flow,flow_csv,True,True,True,high/medium confidence metadata; manual review recommended before training
cse_cic_ids2018_bot_fri02::flow::000022,cse_cic_ids2018_bot_fri02,TA11_02,medium_flow_only,flow,flow_csv,True,True,True,high/medium confidence metadata; manual review recommended before training
cse_cic_ids2018_bot_fri02::flow::000023,cse_cic_ids2018_bot_fri02,TA11_02,medium_flow_only,flow,flow_csv,True,True,True,high/medium confidence metadata; manual review recommended before training
cse_cic_ids2018_bot_fri02::flow::000024,cse_cic_ids2018_bot_fri02,TA11_02,medium_flow_only,flow,flow_csv,True,True,True,high/medium confidence metadata; manual review recommended before training
cse_cic_ids2018_bot_fri02::flow::000025,cse_cic_ids2018_bot_fri02,TA11_02,medium_flow_only,flow,flow_csv,True,True,True,high/medium confidence metadata; manual review recommended before training
cse_cic_ids2018_bot_fri02::flow::000026,cse_cic_ids2018_bot_fri02,TA11_02,medium_flow_only,flow,flow_csv,True,True,True,high/medium confidence metadata; manual review recommended before training
cse_cic_ids2018_bot_fri02::flow::000027,cse_cic_ids2018_bot_fri02,TA11_02,medium_flow_only,flow,flow_csv,True,True,True,high/medium confidence metadata; manual review recommended before training
cse_cic_ids2018_bot_fri02::flow::000028,cse_cic_ids2018_bot_fri02,TA11_02,medium_flow_only,flow,flow_csv,True,True,True,high/medium confidence metadata; manual review recommended before training
cse_cic_ids2018_bot_fri02::flow::000029,cse_cic_ids2018_bot_fri02,TA11_02,medium_flow_only,flow,flow_csv,True,True,True,high/medium confidence metadata; manual review recommended before training
cse_cic_ids2018_bot_fri02::flow::000030,cse_cic_ids2018_bot_fri02,TA11_02,medium_flow_only,flow,flow_csv,True,True,True,high/medium confidence metadata; manual review recommended before training
